,item,label ,sentence,wikidata 
1504,Q591652,0.0,"On 10 March 2010 Club Brugge officially sold on loan Serbian striker to Chinese Chongqing Lifan of China's first division, the expert player's contract with the Belgian club expires in June 2011.Djokic quitte le FC Bruges 

Zagłębie Lubin
In summer 2010, he joined Zagłębie Lubin on a two-year contract.Dusan Dokic nowym zawodnikiem Zagłębia Lubin 5.08.2010, sportowefakty.pl

Najran Sport Club
He signed a two-year contract with Saudi Professional League side Najran SC on 5 September 2011.",member of sports team Najran SC
1506,Q314756,0.0,"As a boy, Lučić attended the Bjurslätt School in Hisingen, which is only 500 meters from where BK Häcken have their exercise equipment.",member of sports team BK Häcken
1507,Q314756,0.0,"Return to Sweden
Lučić went back to Sweden for a second time to sign for BK Häcken, where he made 70 appearances and scored 8 goals.",member of sports team BK Häcken
1510,Q2926401,0.0,"He appeared for the AAA Scranton/Wilkes-Barre RailRiders and one for the Yankees, where he allowed four runs in four innings, while also recording 7 strikeouts.",member of sports team Scranton/Wilkes-Barre RailRiders
1512,Q128442,0.0,"After the club's elimination from Virsliga in 2009 he became an unrestricted free agent and joined FC Daugava.Ri Myong-jun - UEFA.com - Union of European Football Associations

In August 2010 he left Daugava.",member of sports team FC Daugava
1514,Q15618298,0.0,"Formerly known as ""GoJeonPa"" () on the Korean server, he was picked up by LCK team SK Telecom T1 in 2013 and has played as the team's mid laner since.",member of sports team T1
1515,Q15618298,0.0,"He owns three different League of Legends skins as a result of winning World Championship, which include SKT T1 Zed (2013), SKT T1 Ryze (2015) and SKT T1 Syndra (2016).",member of sports team T1
1516,Q15618298,0.0,Faker became a part owner of T1 Entertainment & Sports in early 2020.,member of sports team T1
1517,Q15618298,0.0,"He attended Mapo High School, the same high school that Deft of DragonX attended, but dropped out to join SKT T1 K and pursue a career in esports.",member of sports team T1
1518,Q15618298,0.0,"Career 

 Season 3 
Faker was picked up by SK Telecom T1 K in 2013 as their starting mid laner.",member of sports team T1
1519,Q15618298,0.0,SKT T1 K dominated the Korean scene and in October 2013 Faker led them to win their first League of Legends World Championship.,member of sports team T1
1520,Q15618298,0.0,"Season 4 
In 2014, SK Telecom T1 K followed their success through in the OGN winter season, making the entire run without dropping a single game.",member of sports team T1
1521,Q15618298,0.0,"However, their Winter season success did not follow through and during the Spring and Summer seasons, SKT T1 K failed to qualify for the 2014 World Championship.",member of sports team T1
1522,Q15618298,0.0,"This led to the merger of SKT T1 K and SKT T1 S, and the subsequent departures of Impact and Piglet for the NA LCS.",member of sports team T1
1523,Q15618298,0.0,The new team would compete under the name SKT T1.,member of sports team T1
1524,Q15618298,0.0,"Season 10 
On February 18, 2020 T1 announced that Faker had re-signed with them for three years, in which his contract will last until the year 2022.",member of sports team T1
1525,Q15618298,0.0,He also became a part owner of T1 Entertainment and Sports.,member of sports team T1
1527,Q1626604,0.0,"He then represented Türk Telekom Ankara and Darussafaka Istanbul Spor Kulubu (Turkey), Unics Kazan and Saratov Autodor (Russia), Śląsk Wrocław (Poland), Traiskirchen Arkadia Lions (Austria) and KK Budućnost Podgorica (Montenegro), retiring in 2004.",member of sports team KK Budućnost Podgorica
1528,Q2280203,0.0,"In 2014, Hume joined Kerala Blasters FC of the newly formed Indian Super League, and played the next two seasons with Atlético de Kolkata, winning the 2016 ISL season before returning to Kerala Blasters in 2017–18 Indian Super League season.",member of sports team Kerala Blasters FC
1533,Q771396,0.0,"Barbarouses continued to start for the Brisbane team and played against his old club Wellington Phoenix, on 27 August 2010 at Suncorp Stadium.",member of sports team Team Wellington
1534,Q771396,0.0,"The first time was at rival team Brisbane Roar, following a successful career start at home town team Wellington Phoenix.",member of sports team Team Wellington
1540,Q547296,0.0,"Robles started his professional career at Atlético Madrid, initially in the C team in 2008, before progressing into the B team a year later, before being promoted into the senior squad.",member of sports team Atlético Madrid C
1544,Q2558337,0.0,Emil José Martínez Cruz (; born 17 September 1982 in El Progreso) is a Honduran football player who currently plays for Marathón and is a regular midfielder in the Honduras national team.,member of sports team Honduras national football team
1548,Q312064,0.0,"Colorado Rapids
Following his release by Hull City, Figueroa joined MLS team Colorado Rapids on 7 August 2015.",member of sports team Colorado Rapids
1550,Q487688,0.0,"Seung-hwan Oh (Hangul: ; ; ; born July 15, 1982) is a South Korean professional baseball relief pitcher for the Samsung Lions of the KBO League.",member of sports team Samsung Lions
1551,Q487688,0.0,"Professional career

Samsung Lions (2005–2013)
The Samsung Lions selected Oh in the second round (5th pick, 12th overall) of the 2005 KBO First Year Players draft.",member of sports team Samsung Lions
1552,Q487688,0.0,He also posted a stellar 1.69 ERA in 444 games over the nine seasons that he played for Samsung Lions.,member of sports team Samsung Lions
1553,Q487688,0.0,"Second Stint with Samsung Lions (2019–present)
On August 5, 2019, Oh returned to Korea and signed with the Samsung Lions of the KBO League, the team he has began his professional career with.",member of sports team Samsung Lions
1555,Q572260,0.0,"Nigeria

Aluko was named in the squad for the Nigeria under 20 national football team for the 2009 FIFA U-20 World Cup in Egypt.",member of sports team Nigeria national football team
1561,Q865680,0.0,"Birkir Bjarnason (born 27 May 1988) is an Icelandic professional footballer who plays as a central midfielder for Serie A club Brescia and the Iceland national football team..

Club career
Viking FK
Birkir started playing football with local clubs in his hometown of Akureyri.",member of sports team Iceland national football team
1568,Q29339,0.0,"Return to Portugal
Maniche left after only one season in Germany and, on 16 June 2010, returned to his native country, signing a one-year deal (plus an option for two further seasons) with the club he still had not represented in the Portuguese Big Three, Sporting CP.",member of sports team Sporting CP
1572,Q369984,0.0,He would be purchased by Boavista F.C.,member of sports team Boavista F.C.
1574,Q296194,0.0,"Club career
Sparta Rotterdam
Willems began his career with amateur side Spartaan '20 from whom he joined Sparta Rotterdam.",member of sports team Sparta Rotterdam
1575,Q296194,0.0,"During his time with Sparta he progressed through the club's youth academy and made his senior debut on 16 January 2011, in a match against Go Ahead Eagles.Sparta Rotterdam – Go Ahead Eagles (16-01-2011); Voetbal International, 16 January 2011  He made 16 appearances in the Dutch second division.",member of sports team Sparta Rotterdam
1580,Q861192,0.0,"Atlanta United
thumb|right|McCann at an Atlanta United event in 2018
On 6 July 2016, it was announced that McCann would join Atlanta United FC for their inaugural season in 2017.",member of sports team Atlanta United FC
1594,Q795451,0.0,"He began his career in the Eerste Divisie with AGOVV Apeldoorn, and in 2010, he was transferred to top-flight FC Twente, where he won the KNVB Cup in his first season.",member of sports team AGOVV Apeldoorn
1595,Q795451,0.0,"In the summer of 2007, he was contracted by Dutch second division club AGOVV Apeldoorn, who scouted him at MVV's youth academy.",member of sports team AGOVV Apeldoorn
1600,Q310697,0.0,"Lille
thumb|left|Bastos in 2009
Bastos joined French club Lille OSC in July 2006 and made his league debut in the club's opening match of the 2006–07 season against Rennes playing 65 minutes before taken off.",member of sports team Lille OSC
1602,Q7396662,0.0,"Petshi left Sloboda and returned to France where he joined CA Bastia.Sacha Petshi at Soccerway.com

On 11 July 2015, he had a trial match with Blackburn Rovers against Accrington Stanley.",member of sports team CA Bastia
1606,Q3557345,0.0,"On 27 September 2015, on the 5th day of the 2015–16 season he scored in a 2–1 away loss against Levadiakos.Με σούπερ Μάντζιο, 2–1 ο Λεβαδειακός τον Αστέρα Τρίπολης Retrieved 27 September 2015 On 5 October 2015, he scored the only goal of his club in a 1–1 home draw against Platanias F.C.",member of sports team Platanias F.C.
1610,Q312322,0.0,"It is not known whether Nibali was aware of the problem, since there was no communication from Radio Tour about the incident (as later stated by Astana manager Alexandre Vinokourov).",member of sports team Astana
1611,Q312322,0.0,"2017
thumb|right|Nibali (right) at the 2017 Giro d'Italia
After four seasons with Astana, Nibali announced in August 2016 that he would join the newly formed  team in 2017.",member of sports team Astana
1622,Q1091194,0.0,When he returned he was unable to establish himself as first team regular and in 2010 he would join second tier Categoría Primera B side Deportivo Pasto.,member of sports team Deportivo Pasto
1629,Q375930,0.0,Pamarot only played 2 games for Granada CF and therefore returned to Hércules to playout the rest of his career in the Segunda Division.,member of sports team Hércules CF
1634,Q9189349,0.0,"After this success, Cheang moved to the club Windsor Arch Ka I , whom in the 2008–2009 he guided to win the title after a late January transfer move.",member of sports team Windsor Arch Ka I
1636,Q434234,0.0,"Club career
From 2004 through 2007, he returned to Germany and played for both Dynamo Dresden and Kickers Offenbach in the 2.",member of sports team Dynamo Dresden
1639,Q819970,0.0,"He played for the Chinese Super League team Tianjin Teda, then lastly for Halmstads BK.",member of sports team Halmstads BK
1640,Q819970,0.0,"Managerial career
On 2 March 2016 it was confirmed, that Lind was the new manager of Västra Frölunda IF.Officiellt: Mohammed Ali Khan ny tränare i Västra Frölunda‚ fotbolltransfers.com, 2 March 2016 He still continued to play for Halmstads BK.",member of sports team Halmstads BK
